pk_serie,cod_escola,nome_escola,n_classe_sed,tipo_de_ensino,capacidade,quant_alunos_ativos,nome_serie_sed,periodo,tipo_ensino_matricula,turma,cod_turma,cod_escola,filtro_serie,link_sala,cod_turma,id
10148,17,EMEIF BORACÉIA,292755634,ENSINO FUNDAMENTAL DE 9 ANOS,30,20,1° ANO E TARDE ANUAL,TARDE,FUNDAMENTAL,1E,25171E,17,1 ANO,https://docs.google.com/spreadsheets/d/1ZQDdBAihLI4iKg7IKXYrfBHzm47_vh_KabOYW8HSpwI/edit?usp=drivesdk,25171E,1ZQDdBAihLI4iKg7IKXYrfBHzm47_vh_KabOYW8HSpwI
10154,17,EMEIF BORACÉIA,292749991,ENSINO FUNDAMENTAL DE 9 ANOS,30,0,2° ANO A TARDE ANUAL,TARDE,FUNDAMENTAL,2A,25172A,17,2 ANO,https://docs.google.com/spreadsheets/d/1sStCn4RX0VzfzMR8ImLBhNnH_W1y3UPdYCM5GGJ5_Ro/edit?usp=drivesdk,25172A,1sStCn4RX0VzfzMR8ImLBhNnH_W1y3UPdYCM5GGJ5_Ro
10155,17,EMEIF BORACÉIA,292751005,ENSINO FUNDAMENTAL DE 9 ANOS,30,0,2° ANO B TARDE ANUAL,TARDE,FUNDAMENTAL,2B,25172B,17,2 ANO,https://docs.google.com/spreadsheets/d/1QpX6ITN_ag7aptZSfpujcPZj4oX7dsF37TDZLodVeJU/edit?usp=drivesdk,25172B,1QpX6ITN_ag7aptZSfpujcPZj4oX7dsF37TDZLodVeJU
10156,17,EMEIF BORACÉIA,292751831,ENSINO FUNDAMENTAL DE 9 ANOS,30,0,2° ANO C TARDE ANUAL,TARDE,FUNDAMENTAL,2C,25172C,17,2 ANO,https://docs.google.com/spreadsheets/d/11oT9-130VkPZsoSKO4cI3bYebjuc3uNyQhG0VOQaZK0/edit?usp=drivesdk,25172C,11oT9-130VkPZsoSKO4cI3bYebjuc3uNyQhG0VOQaZK0
10157,17,EMEIF BORACÉIA,292752474,ENSINO FUNDAMENTAL DE 9 ANOS,30,0,2° ANO D TARDE ANUAL,TARDE,FUNDAMENTAL,2D,25172D,17,2 ANO,https://docs.google.com/spreadsheets/d/1mxMydUW01hGKgB-THfLfAGiifRtS01wDKfxG0pYfQEg/edit?usp=drivesdk,25172D,1mxMydUW01hGKgB-THfLfAGiifRtS01wDKfxG0pYfQEg
10158,17,EMEIF BORACÉIA,295408405,ENSINO FUNDAMENTAL DE 9 ANOS,30,0,2° ANO E TARDE ANUAL,TARDE,FUNDAMENTAL,2E,25172E,17,2 ANO,https://docs.google.com/spreadsheets/d/1xwQS6pjq9TaCEEp6Fv1FbhUiz4SBcz9fiqb2YYyXS5g/edit?usp=drivesdk,25172E,1xwQS6pjq9TaCEEp6Fv1FbhUiz4SBcz9fiqb2YYyXS5g
10164,17,EMEIF BORACÉIA,292754777,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,3° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3A,25173A,17,3 ANO,https://docs.google.com/spreadsheets/d/18r_iijl4pse4ntW-Ev9J_Aca0plbetD0CHtHkA3cErc/edit?usp=drivesdk,25173A,18r_iijl4pse4ntW-Ev9J_Aca0plbetD0CHtHkA3cErc
10165,17,EMEIF BORACÉIA,292761871,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,3° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3B,25173B,17,3 ANO,https://docs.google.com/spreadsheets/d/1uaA5iAYCcSxFNYVQksgOe9tjvkQMRoOCiBC6YhDkLWk/edit?usp=drivesdk,25173B,1uaA5iAYCcSxFNYVQksgOe9tjvkQMRoOCiBC6YhDkLWk
10166,17,EMEIF BORACÉIA,292762432,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,3° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3C,25173C,17,3 ANO,https://docs.google.com/spreadsheets/d/1WeLJ1FfgTN4czDDMl2lP3IEzsJsN9IYOj5-2eVOuS9k/edit?usp=drivesdk,25173C,1WeLJ1FfgTN4czDDMl2lP3IEzsJsN9IYOj5-2eVOuS9k
10167,17,EMEIF BORACÉIA,292763141,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,3° ANO D INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3D,25173D,17,3 ANO,https://docs.google.com/spreadsheets/d/14kapoL1z9Bl3qY7j47N__1tDuxbNP5UZhUjT7zfumQ4/edit?usp=drivesdk,25173D,14kapoL1z9Bl3qY7j47N__1tDuxbNP5UZhUjT7zfumQ4
10174,17,EMEIF BORACÉIA,292764941,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,4° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4A,25174A,17,4 ANO,https://docs.google.com/spreadsheets/d/1L19zImDp8jklbzy2GbcLUWXKvApusYqHreanZE4QpMI/edit?usp=drivesdk,25174A,1L19zImDp8jklbzy2GbcLUWXKvApusYqHreanZE4QpMI
10175,17,EMEIF BORACÉIA,292765740,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,4° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4B,25174B,17,4 ANO,https://docs.google.com/spreadsheets/d/1Dchxy8ZV6PI5BLjK9fj0CbOA_zKlFT-LWuYARh_-QFA/edit?usp=drivesdk,25174B,1Dchxy8ZV6PI5BLjK9fj0CbOA_zKlFT-LWuYARh_-QFA
10176,17,EMEIF BORACÉIA,292767191,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,4° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4C,25174C,17,4 ANO,https://docs.google.com/spreadsheets/d/1P7Fo4U_x1W7zoXNpKc05L5FWjQpqeVaXNIAsjNrhxc8/edit?usp=drivesdk,25174C,1P7Fo4U_x1W7zoXNpKc05L5FWjQpqeVaXNIAsjNrhxc8
10177,17,EMEIF BORACÉIA,292769965,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,4° ANO D INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4D,25174D,17,4 ANO,https://docs.google.com/spreadsheets/d/15NMEV9wF5v4V7ufque1ncA6GnGGIxgOsim4N8MiY4wQ/edit?usp=drivesdk,25174D,15NMEV9wF5v4V7ufque1ncA6GnGGIxgOsim4N8MiY4wQ
10184,17,EMEIF BORACÉIA,292771441,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,5° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5A,25175A,17,5 ANO,https://docs.google.com/spreadsheets/d/1P7t1jLms9-3F5XT2x8DuzwDhzzb2J0CykD3RYBVSlTY/edit?usp=drivesdk,25175A,1P7t1jLms9-3F5XT2x8DuzwDhzzb2J0CykD3RYBVSlTY
10185,17,EMEIF BORACÉIA,292773843,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,5° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5B,25175B,17,5 ANO,https://docs.google.com/spreadsheets/d/1UFPmIrjylu1M3lunotoJZ2zFm5AzDRADhHrGX81olAQ/edit?usp=drivesdk,25175B,1UFPmIrjylu1M3lunotoJZ2zFm5AzDRADhHrGX81olAQ
10186,17,EMEIF BORACÉIA,292774171,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,5° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5C,25175C,17,5 ANO,https://docs.google.com/spreadsheets/d/14NlRxXtEpDHyYUZcr-Hf9xnSUlhp-phB1Tiuz9IbbMI/edit?usp=drivesdk,25175C,14NlRxXtEpDHyYUZcr-Hf9xnSUlhp-phB1Tiuz9IbbMI
10187,17,EMEIF BORACÉIA,292774585,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,5° ANO D INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5D,25175D,17,5 ANO,https://docs.google.com/spreadsheets/d/12rCtfMzGB7TjMbtIPlOkqAAry5gne9F5Z7gJImeaQlI/edit?usp=drivesdk,25175D,12rCtfMzGB7TjMbtIPlOkqAAry5gne9F5Z7gJImeaQlI
10196,17,EMEIF BORACÉIA,295505713,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,0,AEE A MANHA ANUAL,MANHA,EDUCAÇÃO ESPECIAL,AEEA,2517AEEA,17,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/17t6CSkAiuw6NHfLwKUPv-Kg1aoSmb9Aeq9ggwMVHVPc/edit?usp=drivesdk,2517AEEA,17t6CSkAiuw6NHfLwKUPv-Kg1aoSmb9Aeq9ggwMVHVPc
10197,17,EMEIF BORACÉIA,295505770,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,0,AEE B TARDE ANUAL,TARDE,EDUCAÇÃO ESPECIAL,AEEB,2517AEEB,17,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1HT2ZsEkM95TWvoIm7lcwB5_DRYKISx0V3vQ6GL9e-5I/edit?usp=drivesdk,2517AEEB,1HT2ZsEkM95TWvoIm7lcwB5_DRYKISx0V3vQ6GL9e-5I
10200,17,EMEIF BORACÉIA,,EJA,,,EJA1A,NOITE,EJA,EJA1A,2517EJA1A,17,EJA1,https://docs.google.com/spreadsheets/d/1cJ0k0YVya2pC-0vUL4Bc2mSeKKHk0KM4RBBqpCS1WRI/edit?usp=drivesdk,2517EJA1A,1cJ0k0YVya2pC-0vUL4Bc2mSeKKHk0KM4RBBqpCS1WRI
10202,17,EMEIF BORACÉIA,,EJA,,,EJA2A,NOITE,EJA,EJA2A,2517EJA2A,17,EJA2,https://docs.google.com/spreadsheets/d/1NABJxay48nqFNhwND0dPXcaxNRVLMnc4Rr4JYefQPsY/edit?usp=drivesdk,2517EJA2A,1NABJxay48nqFNhwND0dPXcaxNRVLMnc4Rr4JYefQPsY
10124,18,EMEIF CAIUBURA,295038459,EDUCACAO INFANTIL,20,10,1ª ETAPA PRÉ-ESCOLA A TARDE ANUAL,TARDE,PRÉ-ESCOLA,P1A,2518P1A,18,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/13ouPW8k7QQOfC6ZMRpN73FQNsVxfwpopyc1BEbnFcp8/edit?usp=drivesdk,2518P1A,13ouPW8k7QQOfC6ZMRpN73FQNsVxfwpopyc1BEbnFcp8
10134,18,EMEIF CAIUBURA,295038558,EDUCACAO INFANTIL,20,17,2ª ETAPA PRÉ-ESCOLA A TARDE ANUAL,TARDE,PRÉ-ESCOLA,P2A,2518P2A,18,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1_BIBWqlE8u2idWSKQmKAlecgltiL1o1_C5vAj8B_5tc/edit?usp=drivesdk,2518P2A,1_BIBWqlE8u2idWSKQmKAlecgltiL1o1_C5vAj8B_5tc
10144,18,EMEIF CAIUBURA,292756053,ENSINO FUNDAMENTAL DE 9 ANOS,30,19,1° ANO A TARDE ANUAL,TARDE,FUNDAMENTAL,1A,25181A,18,1 ANO,https://docs.google.com/spreadsheets/d/1ADkOeNWQfGLaw6jkL5ANQ4ggAjo31V_MHPzXbNB6cn0/edit?usp=drivesdk,25181A,1ADkOeNWQfGLaw6jkL5ANQ4ggAjo31V_MHPzXbNB6cn0
10154,18,EMEIF CAIUBURA,295039036,ENSINO FUNDAMENTAL DE 9 ANOS,20,15,2° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,2A,25182A,18,2 ANO,https://docs.google.com/spreadsheets/d/1Aq1v1HR97uYaN5ZKkE40X6-yuPaL0aUO1xnqUEsPEa0/edit?usp=drivesdk,25182A,1Aq1v1HR97uYaN5ZKkE40X6-yuPaL0aUO1xnqUEsPEa0
10164,18,EMEIF CAIUBURA,292785532,ENSINO FUNDAMENTAL DE 9 ANOS,35,16,3° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3A,25183A,18,3 ANO,https://docs.google.com/spreadsheets/d/1mfxSf4dApYvbSB80io3c9xJ9nvsbTAZaEZ8O43ENxxA/edit?usp=drivesdk,25183A,1mfxSf4dApYvbSB80io3c9xJ9nvsbTAZaEZ8O43ENxxA
10174,18,EMEIF CAIUBURA,292785888,ENSINO FUNDAMENTAL DE 9 ANOS,35,15,4° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4A,25184A,18,4 ANO,https://docs.google.com/spreadsheets/d/1uMaJHgmOIFjDFR_aoPo6m3q9WPAW-XmCfXC0bq3nFM0/edit?usp=drivesdk,25184A,1uMaJHgmOIFjDFR_aoPo6m3q9WPAW-XmCfXC0bq3nFM0
10196,18,EMEIF CAIUBURA,295496822,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,15,3,AEE A MANHA ANUAL,MANHA,EDUCAÇÃO ESPECIAL,AEEA,2518AEEA,18,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1CnsUXsrlegKv14F-02PFajm8g7-mQywdpmdhh9mWmvI/edit?usp=drivesdk,2518AEEA,1CnsUXsrlegKv14F-02PFajm8g7-mQywdpmdhh9mWmvI
10197,18,EMEIF CAIUBURA,295496871,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,15,1,AEE B TARDE ANUAL,TARDE,EDUCAÇÃO ESPECIAL,AEEB,2518AEEB,18,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/17V756OeAps7HZhPBDYHUeSyrh2iZ2fK7YRktVzWFJMw/edit?usp=drivesdk,2518AEEB,17V756OeAps7HZhPBDYHUeSyrh2iZ2fK7YRktVzWFJMw
10124,19,EMIG NHEMBO E A PORÃ,295295802,EDUCACAO INFANTIL,30,5,1ª ETAPA PRÉ-ESCOLA A MANHA ANUAL,MANHA,PRÉ-ESCOLA,P1A,2519P1A,19,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1hPc5AR6oSTXSQRaRT0SxDe4YLOCvzYmwGI535zzhORc/edit?usp=drivesdk,2519P1A,1hPc5AR6oSTXSQRaRT0SxDe4YLOCvzYmwGI535zzhORc
10134,19,EMIG NHEMBO E A PORÃ,295295810,EDUCACAO INFANTIL,30,0,2ª ETAPA PRÉ-ESCOLA A MANHA ANUAL,MANHA,PRÉ-ESCOLA,P2A,2519P2A,19,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1GepM7ImDFn3tUB4dwtuWVfoSnemxRNfwemv3yXbMwDA/edit?usp=drivesdk,2519P2A,1GepM7ImDFn3tUB4dwtuWVfoSnemxRNfwemv3yXbMwDA
10144,19,EMIG NHEMBO E A PORÃ,292847225,ENSINO FUNDAMENTAL DE 9 ANOS,30,0,1° ANO A MANHA ANUAL,MANHA,FUNDAMENTAL,1A,25191A,19,1 ANO,https://docs.google.com/spreadsheets/d/1iCrBJkLLNXQQdzEDowQj-ynPcQXPqmhffF0SxpE6_Y0/edit?usp=drivesdk,25191A,1iCrBJkLLNXQQdzEDowQj-ynPcQXPqmhffF0SxpE6_Y0
10154,19,EMIG NHEMBO E A PORÃ,293264222,ENSINO FUNDAMENTAL DE 9 ANOS,30,0,2° ANO A MANHA ANUAL,MANHA,FUNDAMENTAL,2A,25192A,19,2 ANO,https://docs.google.com/spreadsheets/d/1k8mK5N5tJgVIhYxO3DOzq3MMuRUTDwB7l4z4EIxUHkc/edit?usp=drivesdk,25192A,1k8mK5N5tJgVIhYxO3DOzq3MMuRUTDwB7l4z4EIxUHkc
10164,19,EMIG NHEMBO E A PORÃ,293264404,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,3° ANO A MANHA ANUAL,MANHA,FUNDAMENTAL,3A,25193A,19,3 ANO,https://docs.google.com/spreadsheets/d/10ylOPTnB_F19rjffph9BEte9XkgsL4KBltwy9FroGNs/edit?usp=drivesdk,25193A,10ylOPTnB_F19rjffph9BEte9XkgsL4KBltwy9FroGNs
10174,19,EMIG NHEMBO E A PORÃ,293264685,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,4° ANO A MANHA ANUAL,MANHA,FUNDAMENTAL,4A,25194A,19,4 ANO,https://docs.google.com/spreadsheets/d/10fmyVT8DXjmzqH6bfsUA7Ykm9J0r88hFTKU8joc7p2E/edit?usp=drivesdk,25194A,10fmyVT8DXjmzqH6bfsUA7Ykm9J0r88hFTKU8joc7p2E
10184,19,EMIG NHEMBO E A PORÃ,293264966,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,5° ANO A MANHA ANUAL,MANHA,FUNDAMENTAL,5A,25195A,19,5 ANO,https://docs.google.com/spreadsheets/d/11nRyknt0aBnuYZAhDlSR2RUFFyKqIjVD_qaH604j-7c/edit?usp=drivesdk,25195A,11nRyknt0aBnuYZAhDlSR2RUFFyKqIjVD_qaH604j-7c
10196,19,EMIG NHEMBO E A PORÃ,,EDUCACAO INFANTIL,20,,AEE A MANHA ANUAL,MANHA,EDUCAÇÃO ESPECIAL,AEEA,2519AEEA,19,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1y_r4BiNeIWdODc5LYCc-QvIGBMUSS4UHggWFxs4DOQc/edit?usp=drivesdk,2519AEEA,1y_r4BiNeIWdODc5LYCc-QvIGBMUSS4UHggWFxs4DOQc
10197,19,EMIG NHEMBO E A PORÃ,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,,AEE B TARDE ANUAL,TARDE,EDUCAÇÃO ESPECIAL,AEEB,2519AEEB,19,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1iK00KgpWkpz4MREJjJfJ_zOhMcsmvN_DpQvrzUCdBD8/edit?usp=drivesdk,2519AEEB,1iK00KgpWkpz4MREJjJfJ_zOhMcsmvN_DpQvrzUCdBD8
10116,20,NEIM Boracéia,295251078,EDUCACAO INFANTIL,30,0,MATERNAL 2 A MANHA ANUAL,MANHA,MATERNAL,M2A,2520M2A,20,MATERNAL 2,https://docs.google.com/spreadsheets/d/12x_1wtOGSANGdtBNViH2r2mjvWlXBiGs7J371iqi4c8/edit?usp=drivesdk,2520M2A,12x_1wtOGSANGdtBNViH2r2mjvWlXBiGs7J371iqi4c8
10117,20,NEIM Boracéia,295251094,EDUCACAO INFANTIL,30,0,MATERNAL 2 B MANHA ANUAL,MANHA,MATERNAL,M2B,2520M2B,20,MATERNAL 2,https://docs.google.com/spreadsheets/d/1jaVLdFCCq45jmnt2TgAHAFkvEnfvFyOkAUdFN0vr-NQ/edit?usp=drivesdk,2520M2B,1jaVLdFCCq45jmnt2TgAHAFkvEnfvFyOkAUdFN0vr-NQ
10118,20,NEIM Boracéia,295251102,EDUCACAO INFANTIL,30,0,MATERNAL 2 C MANHA ANUAL,MANHA,MATERNAL,M2C,2520M2C,20,MATERNAL 2,https://docs.google.com/spreadsheets/d/1u7RrnA-F4qxg4UKZHpwKbHvRnHS_qalaAwwscEoNJps/edit?usp=drivesdk,2520M2C,1u7RrnA-F4qxg4UKZHpwKbHvRnHS_qalaAwwscEoNJps
10119,20,NEIM Boracéia,295251144,EDUCACAO INFANTIL,30,0,MATERNAL 2 D MANHA ANUAL,MANHA,MATERNAL,M2D,2520M2D,20,MATERNAL 2,https://docs.google.com/spreadsheets/d/18UU_5eNyQmimLmv48MT163YicsYnyphtZ0aGW4Blu8M/edit?usp=drivesdk,2520M2D,18UU_5eNyQmimLmv48MT163YicsYnyphtZ0aGW4Blu8M
10124,20,NEIM Boracéia,295250849,EDUCACAO INFANTIL,30,0,1ª ETAPA PRÉ-ESCOLA A TARDE ANUAL,TARDE,PRÉ-ESCOLA,P1A,2520P1A,20,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1bwk5Y1PPWPgfHl8MX_CNUe50tycUL780d5j7yUYsHJc/edit?usp=drivesdk,2520P1A,1bwk5Y1PPWPgfHl8MX_CNUe50tycUL780d5j7yUYsHJc
10125,20,NEIM Boracéia,295250898,EDUCACAO INFANTIL,30,0,1ª ETAPA PRÉ-ESCOLA B TARDE ANUAL,TARDE,PRÉ-ESCOLA,P1B,2520P1B,20,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1xab_QD4CBHCg1iQvZh_fK5kZ0zPbQkCSdB-kdBqvv_E/edit?usp=drivesdk,2520P1B,1xab_QD4CBHCg1iQvZh_fK5kZ0zPbQkCSdB-kdBqvv_E
10126,20,NEIM Boracéia,295250948,EDUCACAO INFANTIL,30,0,1ª ETAPA PRÉ-ESCOLA C TARDE ANUAL,TARDE,PRÉ-ESCOLA,P1C,2520P1C,20,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1vHloFA7qzPqVVbqgR4r_nks5ODo_8wDEVD-cuZC3pjc/edit?usp=drivesdk,2520P1C,1vHloFA7qzPqVVbqgR4r_nks5ODo_8wDEVD-cuZC3pjc
10127,20,NEIM Boracéia,295250997,EDUCACAO INFANTIL,30,0,1ª ETAPA PRÉ-ESCOLA D TARDE ANUAL,TARDE,PRÉ-ESCOLA,P1D,2520P1D,20,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1zXAtUnKG_y2clCnGxnSQBBvgREiXCfZOE6iPuoDvreA/edit?usp=drivesdk,2520P1D,1zXAtUnKG_y2clCnGxnSQBBvgREiXCfZOE6iPuoDvreA
10196,20,NEIM Boracéia,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,,AEE A MANHA ANUAL,MANHA,EDUCAÇÃO ESPECIAL,AEEA,2520AEEA,20,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/11mqElLUx0emrDExRrpS14lapFheiZu2fbxKz6njoTBk/edit?usp=drivesdk,2520AEEA,11mqElLUx0emrDExRrpS14lapFheiZu2fbxKz6njoTBk
10197,20,NEIM Boracéia,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,,AEE B TARDE ANUAL,TARDE,EDUCAÇÃO ESPECIAL,AEEB,2520AEEB,20,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1Ms0pyX35JWmK0ajhhUKrQB3mqUSJr53da9smvMAXcQE/edit?usp=drivesdk,2520AEEB,1Ms0pyX35JWmK0ajhhUKrQB3mqUSJr53da9smvMAXcQE
10104,21,NEIM Elizabeth Regina Aparecida Garcia,295298848,EDUCACAO INFANTIL,21,14,BERÇÁRIO 2 A INTEGRAL ANUAL,INTEGRAL,BERÇÁRIO,B2A,2521B2A,21,BERÇARIO 2,https://docs.google.com/spreadsheets/d/18bEW9Lm1c1Ht8YDihCTWXoW7mFgiE_K33Z2Z1iLLU7Q/edit?usp=drivesdk,2521B2A,18bEW9Lm1c1Ht8YDihCTWXoW7mFgiE_K33Z2Z1iLLU7Q
10105,21,NEIM Elizabeth Regina Aparecida Garcia,295298897,EDUCACAO INFANTIL,16,14,BERÇÁRIO 2 B INTEGRAL ANUAL,INTEGRAL,BERÇÁRIO,B2B,2521B2B,21,BERÇARIO 2,https://docs.google.com/spreadsheets/d/15HhkoRSmWPg0ApbIimXNRXqCRwcE_lldRMveHGva9cY/edit?usp=drivesdk,2521B2B,15HhkoRSmWPg0ApbIimXNRXqCRwcE_lldRMveHGva9cY
10106,21,NEIM Elizabeth Regina Aparecida Garcia,295298954,EDUCACAO INFANTIL,24,15,BERÇÁRIO 2 C INTEGRAL ANUAL,INTEGRAL,BERÇÁRIO,B2C,2521B2C,21,BERÇARIO 2,https://docs.google.com/spreadsheets/d/1s1PDVFUyAcUxAn12sfSelY-7G6RuYZ27k94kX2anDFs/edit?usp=drivesdk,2521B2C,1s1PDVFUyAcUxAn12sfSelY-7G6RuYZ27k94kX2anDFs
10108,21,NEIM Elizabeth Regina Aparecida Garcia,295298988,EDUCACAO INFANTIL,24,22,MATERNAL 1 A INTEGRAL ANUAL,INTEGRAL,MATERNAL,M1A,2521M1A,21,MATERNAL 1,https://docs.google.com/spreadsheets/d/1OtBpBo03X4bI1Uw8sGDaNzbOd84n2JjlJ1sSgB81_wI/edit?usp=drivesdk,2521M1A,1OtBpBo03X4bI1Uw8sGDaNzbOd84n2JjlJ1sSgB81_wI
10109,21,NEIM Elizabeth Regina Aparecida Garcia,295299028,EDUCACAO INFANTIL,24,20,MATERNAL 1 B INTEGRAL ANUAL,INTEGRAL,MATERNAL,M1B,2521M1B,21,MATERNAL 1,https://docs.google.com/spreadsheets/d/1Yhi35-BEEpxKKueN0_OZ2UDrzHaYAho-RVtgMpSJgeQ/edit?usp=drivesdk,2521M1B,1Yhi35-BEEpxKKueN0_OZ2UDrzHaYAho-RVtgMpSJgeQ
10110,21,NEIM Elizabeth Regina Aparecida Garcia,295299051,EDUCACAO INFANTIL,24,21,MATERNAL 1 C INTEGRAL ANUAL,INTEGRAL,MATERNAL,M1C,2521M1C,21,MATERNAL 1,https://docs.google.com/spreadsheets/d/1Pv1Q75qBrx4FoVHgZIaBB2IFeALhDc5kMM26bh4i23w/edit?usp=drivesdk,2521M1C,1Pv1Q75qBrx4FoVHgZIaBB2IFeALhDc5kMM26bh4i23w
10116,21,NEIM Elizabeth Regina Aparecida Garcia,295310890,EDUCACAO INFANTIL,20,16,MATERNAL 2 A MANHA ANUAL,MANHA,MATERNAL,M2A,2521M2A,21,MATERNAL 2,https://docs.google.com/spreadsheets/d/1rFjK3AYHxXGwkbqcnd4bsYdZYR8l9BwPB936HPDZtig/edit?usp=drivesdk,2521M2A,1rFjK3AYHxXGwkbqcnd4bsYdZYR8l9BwPB936HPDZtig
10117,21,NEIM Elizabeth Regina Aparecida Garcia,295310916,EDUCACAO INFANTIL,20,14,MATERNAL 2 B MANHA ANUAL,MANHA,MATERNAL,M2B,2521M2B,21,MATERNAL 2,https://docs.google.com/spreadsheets/d/1BAbBNxFN-FxJfnySa26oW93tGgZdX7mQ_i0RQso6a2Y/edit?usp=drivesdk,2521M2B,1BAbBNxFN-FxJfnySa26oW93tGgZdX7mQ_i0RQso6a2Y
10118,21,NEIM Elizabeth Regina Aparecida Garcia,295310957,EDUCACAO INFANTIL,20,18,MATERNAL 2 C TARDE ANUAL,TARDE,MATERNAL,M2C,2521M2C,21,MATERNAL 2,https://docs.google.com/spreadsheets/d/18IFnz5RHMwWa-Zy5sRyqj0uecQfYUBB_ixobov-zA5s/edit?usp=drivesdk,2521M2C,18IFnz5RHMwWa-Zy5sRyqj0uecQfYUBB_ixobov-zA5s
10119,21,NEIM Elizabeth Regina Aparecida Garcia,295311005,EDUCACAO INFANTIL,20,18,MATERNAL 2 D TARDE ANUAL,TARDE,MATERNAL,M2D,2521M2D,21,MATERNAL 2,https://docs.google.com/spreadsheets/d/1UZQqVbzdikRH8Iw_45kJ6t0VtIPN9XOthUmWBQjAoV8/edit?usp=drivesdk,2521M2D,1UZQqVbzdikRH8Iw_45kJ6t0VtIPN9XOthUmWBQjAoV8
10196,21,NEIM Elizabeth Regina Aparecida Garcia,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,,AEE A MANHA ANUAL,MANHA,EDUCAÇÃO ESPECIAL,AEEA,2521AEEA,21,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1CnvZMB3HZYwBiwbv-Od3HTxuUqb9cXrdGLlX9s2hM_4/edit?usp=drivesdk,2521AEEA,1CnvZMB3HZYwBiwbv-Od3HTxuUqb9cXrdGLlX9s2hM_4
10197,21,NEIM Elizabeth Regina Aparecida Garcia,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,,AEE B TARDE ANUAL,TARDE,EDUCAÇÃO ESPECIAL,AEEB,2521AEEB,21,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1fuqOZWRUoFrrvAewWunQ0PH86bLqgTsm6Ego1-eGxSY/edit?usp=drivesdk,2521AEEB,1fuqOZWRUoFrrvAewWunQ0PH86bLqgTsm6Ego1-eGxSY
