pk_serie,cod_escola,nome_escola,n_classe_sed,tipo_de_ensino,capacidade,quant_alunos_ativos,nome_serie_sed,periodo,tipo_ensino_matricula,turma,cod_turma,cod_escola,filtro_serie,link_sala,cod_turma,id
10165,07,EM HILDA STRENGER RIBEIRO,295044549,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,3° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3B,25073B,07,3 ANO,https://docs.google.com/spreadsheets/d/10i3aViyujiwUf9DVh_J5mljfGILS2kR5iLDbUCKr8gU/edit?usp=drivesdk,25073B,10i3aViyujiwUf9DVh_J5mljfGILS2kR5iLDbUCKr8gU
10166,07,EM HILDA STRENGER RIBEIRO,295044721,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,3° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3C,25073C,07,3 ANO,https://docs.google.com/spreadsheets/d/1htkHhdYrcl-EcVTtcvrJ7U2qIf3l7eGJIKUotASScXw/edit?usp=drivesdk,25073C,1htkHhdYrcl-EcVTtcvrJ7U2qIf3l7eGJIKUotASScXw
10174,07,EM HILDA STRENGER RIBEIRO,292932472,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,4° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4A,25074A,07,4 ANO,https://docs.google.com/spreadsheets/d/1BRHBmY6OaD5t7ZhxISa-HO2KqQPkd8_EyjUpeo9qHUs/edit?usp=drivesdk,25074A,1BRHBmY6OaD5t7ZhxISa-HO2KqQPkd8_EyjUpeo9qHUs
10175,07,EM HILDA STRENGER RIBEIRO,292932985,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,4° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4B,25074B,07,4 ANO,https://docs.google.com/spreadsheets/d/1JUAsnQAVk0CiL8Rq_3FWQZVuFRTTk5p0Q2lk1FvLFNA/edit?usp=drivesdk,25074B,1JUAsnQAVk0CiL8Rq_3FWQZVuFRTTk5p0Q2lk1FvLFNA
10176,07,EM HILDA STRENGER RIBEIRO,292933470,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,4° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4C,25074C,07,4 ANO,https://docs.google.com/spreadsheets/d/1q4RGI_ooEom2fVpW0kU-JBFUaRQD4CehXhDkdYOmAQ0/edit?usp=drivesdk,25074C,1q4RGI_ooEom2fVpW0kU-JBFUaRQD4CehXhDkdYOmAQ0
10177,07,EM HILDA STRENGER RIBEIRO,295044804,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,4° ANO D INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4D,25074D,07,4 ANO,https://docs.google.com/spreadsheets/d/1yTW71HxNtCeDpaV7rlPgH0pt0Y2rLvjb1KOZEczUqbw/edit?usp=drivesdk,25074D,1yTW71HxNtCeDpaV7rlPgH0pt0Y2rLvjb1KOZEczUqbw
10184,07,EM HILDA STRENGER RIBEIRO,292934346,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,5° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5A,25075A,07,5 ANO,https://docs.google.com/spreadsheets/d/1FACV2oOTKmYArJFUbN_AzRXBWX8Ca1iB2yi99YRO_hQ/edit?usp=drivesdk,25075A,1FACV2oOTKmYArJFUbN_AzRXBWX8Ca1iB2yi99YRO_hQ
10185,07,EM HILDA STRENGER RIBEIRO,292934890,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,5° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5B,25075B,07,5 ANO,https://docs.google.com/spreadsheets/d/1xCrZUI1-I0LYa_QR0NW1mrFQr4AHF9noRJvU2fnpkSE/edit?usp=drivesdk,25075B,1xCrZUI1-I0LYa_QR0NW1mrFQr4AHF9noRJvU2fnpkSE
10186,07,EM HILDA STRENGER RIBEIRO,292935368,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,5° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5C,25075C,07,5 ANO,https://docs.google.com/spreadsheets/d/1rjXan0CWGz05QQ1WL3bssOavvrUVqDB7ubcZEBcCVfY/edit?usp=drivesdk,25075C,1rjXan0CWGz05QQ1WL3bssOavvrUVqDB7ubcZEBcCVfY
10196,07,EM HILDA STRENGER RIBEIRO,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,,,AEE A MANHA ANUAL,MANHA,EDUCAÇÃO ESPECIAL,AEEA,2507AEEA,07,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1uqX_cmKBr0OhXOISvh1D8BE9rS8qiJn2OLYvG4I5fis/edit?usp=drivesdk,2507AEEA,1uqX_cmKBr0OhXOISvh1D8BE9rS8qiJn2OLYvG4I5fis
10197,07,EM HILDA STRENGER RIBEIRO,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,,,AEE B TARDE ANUAL,TARDE,EDUCAÇÃO ESPECIAL,AEEB,2507AEEB,07,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1cLBz1KWacAfa7bLhNYxKE9YZtagTy02xsZz1ZCmTF9I/edit?usp=drivesdk,2507AEEB,1cLBz1KWacAfa7bLhNYxKE9YZtagTy02xsZz1ZCmTF9I
10124,08,EM CAMINHOS DO BEM,295493738,EDUCACAO INFANTIL,30,19,1ª ETAPA PRÉ-ESCOLA A MANHA ANUAL,MANHA,PRÉ-ESCOLA,P1A,2508P1A,08,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1GtiBSBDqrCJkb_ZFg_DVSlkI5EQ-qT8upCTIybP8Iug/edit?usp=drivesdk,2508P1A,1GtiBSBDqrCJkb_ZFg_DVSlkI5EQ-qT8upCTIybP8Iug
10125,08,EM CAMINHOS DO BEM,295493746,EDUCACAO INFANTIL,30,15,1ª ETAPA PRÉ-ESCOLA B MANHA ANUAL,MANHA,PRÉ-ESCOLA,P1B,2508P1B,08,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1Tejs_2mhs06J9Kenq9Qg4ZNfAkIxCosbzEpyD9ZX0k4/edit?usp=drivesdk,2508P1B,1Tejs_2mhs06J9Kenq9Qg4ZNfAkIxCosbzEpyD9ZX0k4
10126,08,EM CAMINHOS DO BEM,295493779,EDUCACAO INFANTIL,30,15,1ª ETAPA PRÉ-ESCOLA C MANHA ANUAL,MANHA,PRÉ-ESCOLA,P1C,2508P1C,08,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/18HFvCg_pf4lIJxNexyeFByMlwm3Wda2NpWqcIW4230Y/edit?usp=drivesdk,2508P1C,18HFvCg_pf4lIJxNexyeFByMlwm3Wda2NpWqcIW4230Y
10127,08,EM CAMINHOS DO BEM,295493787,EDUCACAO INFANTIL,30,15,1ª ETAPA PRÉ-ESCOLA D MANHA ANUAL,MANHA,PRÉ-ESCOLA,P1D,2508P1D,08,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/17Uc1GHPqm9s0LPvJcp0Y4BGvtEdnKHoiKHVk4xEQeDc/edit?usp=drivesdk,2508P1D,17Uc1GHPqm9s0LPvJcp0Y4BGvtEdnKHoiKHVk4xEQeDc
10128,08,EM CAMINHOS DO BEM,295493837,EDUCACAO INFANTIL,30,15,1ª ETAPA PRÉ-ESCOLA E MANHA ANUAL,MANHA,PRÉ-ESCOLA,P1E,2508P1E,08,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1BfObe4v6lhr_dw-GNQh8_JHibZ6YSihl7IsVHFT0Muk/edit?usp=drivesdk,2508P1E,1BfObe4v6lhr_dw-GNQh8_JHibZ6YSihl7IsVHFT0Muk
10129,08,EM CAMINHOS DO BEM,295493860,EDUCACAO INFANTIL,30,15,1ª ETAPA PRÉ-ESCOLA F MANHA ANUAL,MANHA,PRÉ-ESCOLA,P1F,2508P1F,08,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1d3bKY75gShhjcY7SF0AzgT-0CQnVToq3wSlf2CM5kqI/edit?usp=drivesdk,2508P1F,1d3bKY75gShhjcY7SF0AzgT-0CQnVToq3wSlf2CM5kqI
10130,08,EM CAMINHOS DO BEM,295493894,EDUCACAO INFANTIL,30,15,1ª ETAPA PRÉ-ESCOLA G MANHA ANUAL,MANHA,PRÉ-ESCOLA,P1G,2508P1G,08,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1ZdMn9akMh54gNyrqpW6ipKioYsK44nCcLV5emCHM4dU/edit?usp=drivesdk,2508P1G,1ZdMn9akMh54gNyrqpW6ipKioYsK44nCcLV5emCHM4dU
10131,08,EM CAMINHOS DO BEM,295493910,EDUCACAO INFANTIL,30,16,1ª ETAPA PRÉ-ESCOLA H MANHA ANUAL,MANHA,PRÉ-ESCOLA,P1H,2508P1H,08,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1tFGO3a6c2oSPKSOoCv5exd1S2qQMj2FS3dVPofjZWOI/edit?usp=drivesdk,2508P1H,1tFGO3a6c2oSPKSOoCv5exd1S2qQMj2FS3dVPofjZWOI
10132,08,EM CAMINHOS DO BEM,295493951,EDUCACAO INFANTIL,30,14,1ª ETAPA PRÉ-ESCOLA I MANHA ANUAL,MANHA,PRÉ-ESCOLA,P1I,2508P1I,08,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1SaU6ORwkxx06FGDKJbYBLsgiyoGJlCeeL1pbrWqzAUA/edit?usp=drivesdk,2508P1I,1SaU6ORwkxx06FGDKJbYBLsgiyoGJlCeeL1pbrWqzAUA
10134,08,EM CAMINHOS DO BEM,295493977,EDUCACAO INFANTIL,30,17,2ª ETAPA PRÉ-ESCOLA A MANHA ANUAL,MANHA,PRÉ-ESCOLA,P2A,2508P2A,08,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1wx_rkO-bgRCQN-9ddiji-nywCSABwo2g81R7OUPWyq8/edit?usp=drivesdk,2508P2A,1wx_rkO-bgRCQN-9ddiji-nywCSABwo2g81R7OUPWyq8
10144,08,EM CAMINHOS DO BEM,292743283,ENSINO FUNDAMENTAL DE 9 ANOS,30,22,1° ANO A MANHA ANUAL,MANHA,FUNDAMENTAL,1A,25081A,08,1 ANO,https://docs.google.com/spreadsheets/d/1XvdJGWDEfvAXiXxKnKFiHUGdr25tQ11RE9woPunE5cI/edit?usp=drivesdk,25081A,1XvdJGWDEfvAXiXxKnKFiHUGdr25tQ11RE9woPunE5cI
10145,08,EM CAMINHOS DO BEM,292743564,ENSINO FUNDAMENTAL DE 9 ANOS,30,29,1° ANO B MANHA ANUAL,MANHA,FUNDAMENTAL,1B,25081B,08,1 ANO,https://docs.google.com/spreadsheets/d/18dowcZmdDnZGrrewhvlVT9T1AaoLd-VIlTjQ1dsx-yI/edit?usp=drivesdk,25081B,18dowcZmdDnZGrrewhvlVT9T1AaoLd-VIlTjQ1dsx-yI
10146,08,EM CAMINHOS DO BEM,292743853,ENSINO FUNDAMENTAL DE 9 ANOS,30,22,1° ANO C MANHA ANUAL,MANHA,FUNDAMENTAL,1C,25081C,08,1 ANO,https://docs.google.com/spreadsheets/d/1YVfcB-l3c3_rhYY0A-fMRtixO_V2tKxrI81bwfxDE7g/edit?usp=drivesdk,25081C,1YVfcB-l3c3_rhYY0A-fMRtixO_V2tKxrI81bwfxDE7g
10147,08,EM CAMINHOS DO BEM,295293864,ENSINO FUNDAMENTAL DE 9 ANOS,30,22,1° ANO D MANHA ANUAL,MANHA,FUNDAMENTAL,1D,25081D,08,1 ANO,https://docs.google.com/spreadsheets/d/1yexvVkhLbgfM9GCvqIVPqZvRfC9vKQJC8_mRE0FqaQ8/edit?usp=drivesdk,25081D,1yexvVkhLbgfM9GCvqIVPqZvRfC9vKQJC8_mRE0FqaQ8
10148,08,EM CAMINHOS DO BEM,295293906,ENSINO FUNDAMENTAL DE 9 ANOS,30,19,1° ANO E MANHA ANUAL,MANHA,FUNDAMENTAL,1E,25081E,08,1 ANO,https://docs.google.com/spreadsheets/d/1or7qjg53-4XHPyyXZbaDs6LFYvXW3_2sjnPAb-QMxek/edit?usp=drivesdk,25081E,1or7qjg53-4XHPyyXZbaDs6LFYvXW3_2sjnPAb-QMxek
10154,08,EM CAMINHOS DO BEM,293176681,ENSINO FUNDAMENTAL DE 9 ANOS,30,23,2° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,2A,25082A,08,2 ANO,https://docs.google.com/spreadsheets/d/1DjefMDl8bmh-p6u7x5HvdpS-vdrHND9wi6LUMKkAD24/edit?usp=drivesdk,25082A,1DjefMDl8bmh-p6u7x5HvdpS-vdrHND9wi6LUMKkAD24
10155,08,EM CAMINHOS DO BEM,293176962,ENSINO FUNDAMENTAL DE 9 ANOS,30,24,2° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,2B,25082B,08,2 ANO,https://docs.google.com/spreadsheets/d/1EehKB4iqeIbm8TYEhUHYrFZ_HzYtZy_sS2VrOrNDvTQ/edit?usp=drivesdk,25082B,1EehKB4iqeIbm8TYEhUHYrFZ_HzYtZy_sS2VrOrNDvTQ
10156,08,EM CAMINHOS DO BEM,293177275,ENSINO FUNDAMENTAL DE 9 ANOS,30,23,2° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,2C,25082C,08,2 ANO,https://docs.google.com/spreadsheets/d/1ZFj1N0OtRFzwL1NsomWBXXPibHwi7lnh9YNBxhGJiAI/edit?usp=drivesdk,25082C,1ZFj1N0OtRFzwL1NsomWBXXPibHwi7lnh9YNBxhGJiAI
10164,08,EM CAMINHOS DO BEM,293177440,ENSINO FUNDAMENTAL DE 9 ANOS,35,31,3° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3A,25083A,08,3 ANO,https://docs.google.com/spreadsheets/d/1VwE80OuXP57C_gvAIRolDWQOapQmCU-o8N1y3JtUmB8/edit?usp=drivesdk,25083A,1VwE80OuXP57C_gvAIRolDWQOapQmCU-o8N1y3JtUmB8
10165,08,EM CAMINHOS DO BEM,293177655,ENSINO FUNDAMENTAL DE 9 ANOS,35,30,3° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3B,25083B,08,3 ANO,https://docs.google.com/spreadsheets/d/1GsVkvxQ-o4PEqLE2cfaELaZwCAU4tBTy_QQCrIBn-Mo/edit?usp=drivesdk,25083B,1GsVkvxQ-o4PEqLE2cfaELaZwCAU4tBTy_QQCrIBn-Mo
10166,08,EM CAMINHOS DO BEM,293178042,ENSINO FUNDAMENTAL DE 9 ANOS,35,30,3° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3C,25083C,08,3 ANO,https://docs.google.com/spreadsheets/d/1qY-REWV2O96x88gg5nnw64LPT2smvAt0sp4aGlAUw24/edit?usp=drivesdk,25083C,1qY-REWV2O96x88gg5nnw64LPT2smvAt0sp4aGlAUw24
10167,08,EM CAMINHOS DO BEM,296733537,ENSINO FUNDAMENTAL DE 9 ANOS,35,30,3° ANO D INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3D,25083D,08,3 ANO,https://docs.google.com/spreadsheets/d/17JMmDvjUtT8i0I_uRC6xggMT8GYkmI4whO0jlVRKbKA/edit?usp=drivesdk,25083D,
10174,08,EM CAMINHOS DO BEM,293179065,ENSINO FUNDAMENTAL DE 9 ANOS,35,30,4° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4A,25084A,08,4 ANO,https://docs.google.com/spreadsheets/d/1N7NEFL8m1l1oGZgxf3z7-YBy4hWGNhLhZOWy3_-UAfE/edit?usp=drivesdk,25084A,1N7NEFL8m1l1oGZgxf3z7-YBy4hWGNhLhZOWy3_-UAfE
10175,08,EM CAMINHOS DO BEM,293179867,ENSINO FUNDAMENTAL DE 9 ANOS,35,30,4° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4B,25084B,08,4 ANO,https://docs.google.com/spreadsheets/d/11VsHF5R2vX0AIGxZvZpnRr1Cnuh9PLoNaaMOLp4UJzQ/edit?usp=drivesdk,25084B,11VsHF5R2vX0AIGxZvZpnRr1Cnuh9PLoNaaMOLp4UJzQ
10176,08,EM CAMINHOS DO BEM,295294086,ENSINO FUNDAMENTAL DE 9 ANOS,35,24,4° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4C,25084C,08,4 ANO,https://docs.google.com/spreadsheets/d/1MUg3IMwzBe9sRexk4d7J82raoEbC7ZtwlripBsSxG2M/edit?usp=drivesdk,25084C,1MUg3IMwzBe9sRexk4d7J82raoEbC7ZtwlripBsSxG2M
10177,08,EM CAMINHOS DO BEM,295294136,ENSINO FUNDAMENTAL DE 9 ANOS,35,24,4° ANO D INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4D,25084D,08,4 ANO,https://docs.google.com/spreadsheets/d/1lcZMMpMv3LXYiN1krwGdg86rsE8tPOU7Cm5xgAsQ3U8/edit?usp=drivesdk,25084D,1lcZMMpMv3LXYiN1krwGdg86rsE8tPOU7Cm5xgAsQ3U8
10178,08,EM CAMINHOS DO BEM,295294169,ENSINO FUNDAMENTAL DE 9 ANOS,35,24,4° ANO E INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4E,25084E,08,4 ANO,https://docs.google.com/spreadsheets/d/1oxot_kApXKsFxiqP_XpwvXWpkZmdKcCceHqGkItV0R8/edit?usp=drivesdk,25084E,1oxot_kApXKsFxiqP_XpwvXWpkZmdKcCceHqGkItV0R8
10179,08,EM CAMINHOS DO BEM,295294201,ENSINO FUNDAMENTAL DE 9 ANOS,35,26,4° ANO F INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4F,25084F,08,4 ANO,https://docs.google.com/spreadsheets/d/1rn_zM3x2gfFuw3jXYWTu3i_aWmcbJJH03-EWYQ7IQZA/edit?usp=drivesdk,25084F,1rn_zM3x2gfFuw3jXYWTu3i_aWmcbJJH03-EWYQ7IQZA
10184,08,EM CAMINHOS DO BEM,295294268,ENSINO FUNDAMENTAL DE 9 ANOS,35,29,5° ANO A INTEGRAL ANUAL,INTEGRAL,EDUCAÇÃO ESPECIAL,5A,25085A,08,5 ANO,https://docs.google.com/spreadsheets/d/1Q4SXnlnhDgskaKiZvWg1JTS6TcN5YwP1iWWjnHS_qXQ/edit?usp=drivesdk,25085A,1Q4SXnlnhDgskaKiZvWg1JTS6TcN5YwP1iWWjnHS_qXQ
10185,08,EM CAMINHOS DO BEM,295294318,ENSINO FUNDAMENTAL DE 9 ANOS,35,18,5° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5B,25085B,08,5 ANO,https://docs.google.com/spreadsheets/d/1tfrd6bOXGZl0ZSWVSR0-wbol2iCAZs9q0RZfS9Sg6Y4/edit?usp=drivesdk,25085B,1tfrd6bOXGZl0ZSWVSR0-wbol2iCAZs9q0RZfS9Sg6Y4
10186,08,EM CAMINHOS DO BEM,295294342,ENSINO FUNDAMENTAL DE 9 ANOS,35,9,5° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5C,25085C,08,5 ANO,https://docs.google.com/spreadsheets/d/1jvpm9FdzFI9v3KPSPY13F2ikYk5M5OiOUFxVvaeQA2c/edit?usp=drivesdk,25085C,1jvpm9FdzFI9v3KPSPY13F2ikYk5M5OiOUFxVvaeQA2c
10196,08,EM CAMINHOS DO BEM,295510523,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,0,AEE A MANHA ANUAL,MANHA,EDUCAÇÃO ESPECIAL,AEEA,2508AEEA,08,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1LI87sxG9lFhTOuvXIeYn5V38ksRXclo7AR9NsT_16IY/edit?usp=drivesdk,2508AEEA,1LI87sxG9lFhTOuvXIeYn5V38ksRXclo7AR9NsT_16IY
10197,08,EM CAMINHOS DO BEM,295510606,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,0,AEE B TARDE ANUAL,TARDE,EDUCAÇÃO ESPECIAL,AEEB,2508AEEB,08,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1tp2LThyvKXTAepMUOsQHt7eFxRHCDVt0sscy7YNN6kE/edit?usp=drivesdk,2508AEEB,1tp2LThyvKXTAepMUOsQHt7eFxRHCDVt0sscy7YNN6kE
10198,08,EM CAMINHOS DO BEM,296411663,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,15,AEE C INTEGRAL ANUAL,INTEGRAL,EDUCAÇÃO ESPECIAL,AEEC,2508AEEC,08,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1ch4WuGIlMfsg03XWgl5-ZCW4B3XRrkRMYzWXVCD-Mrk/edit?usp=drivesdk,2508AEEC,1ch4WuGIlMfsg03XWgl5-ZCW4B3XRrkRMYzWXVCD-Mrk
10124,09,EM JOSÉ CARLOS BUZINARO,295294607,EDUCACAO INFANTIL,30,14,1ª ETAPA PRÉ-ESCOLA A TARDE ANUAL,TARDE,PRÉ-ESCOLA,P1A,2509P1A,09,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1YmSGS7KeVpzQvRZaQNGdx0qtpWtJaExjY1tGbgIReWA/edit?usp=drivesdk,2509P1A,1YmSGS7KeVpzQvRZaQNGdx0qtpWtJaExjY1tGbgIReWA
10125,09,EM JOSÉ CARLOS BUZINARO,295294656,EDUCACAO INFANTIL,30,18,1ª ETAPA PRÉ-ESCOLA B TARDE ANUAL,TARDE,PRÉ-ESCOLA,P1B,2509P1B,09,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1v8EW1ixBlGcCRgfqoggeutI2EGLWaLHeVJhuEA_psTM/edit?usp=drivesdk,2509P1B,1v8EW1ixBlGcCRgfqoggeutI2EGLWaLHeVJhuEA_psTM
10134,09,EM JOSÉ CARLOS BUZINARO,295294698,EDUCACAO INFANTIL,30,22,2ª ETAPA PRÉ-ESCOLA A TARDE ANUAL,TARDE,PRÉ-ESCOLA,P2A,2509P2A,09,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1QIJQVx4IOg6X45hcpkz1Lyccre7ghJh7NX_rKp470OA/edit?usp=drivesdk,2509P2A,1QIJQVx4IOg6X45hcpkz1Lyccre7ghJh7NX_rKp470OA
10135,09,EM JOSÉ CARLOS BUZINARO,295294722,EDUCACAO INFANTIL,30,21,2ª ETAPA PRÉ-ESCOLA B TARDE ANUAL,TARDE,PRÉ-ESCOLA,P2B,2509P2B,09,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/13A9uSR9DdqAvkVLx6H7JHlDxAWO-hy5_nGhIvz5J5AY/edit?usp=drivesdk,2509P2B,13A9uSR9DdqAvkVLx6H7JHlDxAWO-hy5_nGhIvz5J5AY
10144,09,EM JOSÉ CARLOS BUZINARO,292813615,ENSINO FUNDAMENTAL DE 9 ANOS,30,15,1° ANO A TARDE ANUAL,TARDE,FUNDAMENTAL,1A,25091A,09,1 ANO,https://docs.google.com/spreadsheets/d/1kavf-R4-6p3J9istbOasFqFmwIWydq5MmOF-jM6yplY/edit?usp=drivesdk,25091A,1kavf-R4-6p3J9istbOasFqFmwIWydq5MmOF-jM6yplY
10145,09,EM JOSÉ CARLOS BUZINARO,292813979,ENSINO FUNDAMENTAL DE 9 ANOS,30,15,1° ANO B TARDE ANUAL,TARDE,FUNDAMENTAL,1B,25091B,09,1 ANO,https://docs.google.com/spreadsheets/d/1jES137WgW6zCp86uqKGJyJQuCg6jfxlx-mtOOA5v2Dk/edit?usp=drivesdk,25091B,1jES137WgW6zCp86uqKGJyJQuCg6jfxlx-mtOOA5v2Dk
10154,09,EM JOSÉ CARLOS BUZINARO,295294870,ENSINO FUNDAMENTAL DE 9 ANOS,30,19,2° ANO A TARDE ANUAL,TARDE,FUNDAMENTAL,2A,25092A,09,2 ANO,https://docs.google.com/spreadsheets/d/1LYf8ITk_D-Osmz0qHaQIP99LhMgF08wt8h6yqU1aIqY/edit?usp=drivesdk,25092A,1LYf8ITk_D-Osmz0qHaQIP99LhMgF08wt8h6yqU1aIqY
10155,09,EM JOSÉ CARLOS BUZINARO,295294904,ENSINO FUNDAMENTAL DE 9 ANOS,30,19,2° ANO B TARDE ANUAL,TARDE,FUNDAMENTAL,2B,25092B,09,2 ANO,https://docs.google.com/spreadsheets/d/1b_5M6i2jRaX88AYNGH1BwN638-5XCP88ehrCBgnqy4Y/edit?usp=drivesdk,25092B,1b_5M6i2jRaX88AYNGH1BwN638-5XCP88ehrCBgnqy4Y
10164,09,EM JOSÉ CARLOS BUZINARO,295295315,ENSINO FUNDAMENTAL DE 9 ANOS,30,24,3° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3A,25093A,09,3 ANO,https://docs.google.com/spreadsheets/d/1lbpRQdSUAxFzTONkE3gyOswpDnVrrhXhRv5sfv4enJs/edit?usp=drivesdk,25093A,1lbpRQdSUAxFzTONkE3gyOswpDnVrrhXhRv5sfv4enJs
10165,09,EM JOSÉ CARLOS BUZINARO,295295349,ENSINO FUNDAMENTAL DE 9 ANOS,30,25,3° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3B,25093B,09,3 ANO,https://docs.google.com/spreadsheets/d/1lQj50RZGbr0Os4OnMuXHbClLNF3xzFIaT4_P7Yzcqp0/edit?usp=drivesdk,25093B,1lQj50RZGbr0Os4OnMuXHbClLNF3xzFIaT4_P7Yzcqp0
10174,09,EM JOSÉ CARLOS BUZINARO,295295406,ENSINO FUNDAMENTAL DE 9 ANOS,30,22,4° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4A,25094A,09,4 ANO,https://docs.google.com/spreadsheets/d/1bn_R7Z8EuklWbTWikcdNWrq5_0t7Aymf90I36EgsoJI/edit?usp=drivesdk,25094A,1bn_R7Z8EuklWbTWikcdNWrq5_0t7Aymf90I36EgsoJI
10175,09,EM JOSÉ CARLOS BUZINARO,295295448,ENSINO FUNDAMENTAL DE 9 ANOS,30,22,4° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4B,25094B,09,4 ANO,https://docs.google.com/spreadsheets/d/1cZPrcXmH_vbO_M-MvUSCCI6oTHEeUwnEvd5blGhpfYA/edit?usp=drivesdk,25094B,1cZPrcXmH_vbO_M-MvUSCCI6oTHEeUwnEvd5blGhpfYA
10184,09,EM JOSÉ CARLOS BUZINARO,295295471,ENSINO FUNDAMENTAL DE 9 ANOS,30,19,5° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5A,25095A,09,5 ANO,https://docs.google.com/spreadsheets/d/1kaM7mliqy8MHRTDGMlvvZA41CQWhKAzjt-LMU5cmEc0/edit?usp=drivesdk,25095A,1kaM7mliqy8MHRTDGMlvvZA41CQWhKAzjt-LMU5cmEc0
10185,09,EM JOSÉ CARLOS BUZINARO,295295497,ENSINO FUNDAMENTAL DE 9 ANOS,30,19,5° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5B,25095B,09,5 ANO,https://docs.google.com/spreadsheets/d/1yoo9fSFXBeG-gsxeBiSkzSorAtGFUPj-yWNQX2MWJ8U/edit?usp=drivesdk,25095B,1yoo9fSFXBeG-gsxeBiSkzSorAtGFUPj-yWNQX2MWJ8U
